,text,n_tokens
94,"GridView의 enterKeyMove 속성은 Enter 키 입력 시 포커스 이동 방향을 설정하는 속성입니다. ""down""은 아래쪽 셀로 이동, ""right""는 오른쪽 셀로 이동, ""none""은 포커스 이동이 없고, ""edit""는 편집 모드로 이동하며, ""editRight""는 편집 모드로 진입한 후 오른쪽 셀로 이동하고, ""editDown""은 편집 모드로 진입한 후 아래쪽 셀로 이동합니다. 
GridView의 데이터는 Excel 등으로 복사하여 붙여넣기가 가능합니다. 하지만 특정 칼럼이나 그리드 전체의 데이터의 복사하기 및 붙여넣기를 금지할 수 있습니다. 이를 위해 PreventCopy, PreventCopyColumn, PreventPaste, PreventPasteColumn, checkReadOnlyOnPaste, checkReadOnlyOnPasteEnable 속성을 사용할 수 있습니다. 또한 customPasteFormatter 속성을 지정하면 클립 보드에 복사한 데이터를 붙여넣기 할 때 데이터 모양과 값을 변환할 수 있습니다.
GridView와 DataList가 바인딩된 경우, setData(), setJSON(), setXML() 함수를 사용하여 데이터를 설정하거나 추가할 수 있습니다. 또한 GridView와 바인딩된 DataList, LinkedDataList, 혹은 AliasLinkedDataList에 데이터가 없는 경우, noResultMessage 및 noResultMessageVisibleAlways 속성 설정을 통해 ""데이터 없음"" 메시지를 표시할 수 있습니다.
GridView의 정렬 기능은 여러 열의 데이터를 기준으로 오름차순/내림차순 정렬이 가능합니다. sortable, sortEvent, showSortableImage 속성을 사용하여 정렬 가능한 컬럼의 헤더에 화살표 아이콘을 표시할 수 있습니다. 또한 useCtrlOnMultisort 속성을 사용하여 여러 개의 컬럼을 선택한 후 정렬할 수 있습니다. orderByColumn 속성을 사용하여 헤더 컬럼이 병합된 경우 정렬 기준이 되는 컬럼을 지정할 수 있습니다. 라벨 값을 기준으로 정렬할 경우 gridView.column의 sortLabel 속성을 ""true""로 설정하면 됩니다.",621
95,"GridView에서 데이터가 없을 경우 정렬 버튼을 숨기려면 hideSortIconOnNoData=""true"" 속성을 설정합니다. 필터 아이콘을 표시하려면 useFilter=""true"" 속성을 추가하고, 필터링 항목을 목록으로 표시하려면 useFilterList=""true"" 속성을 설정합니다. 정렬 기능과 필터링 기능을 모두 사용하려면 showSortableUseFilter=""true"" 속성을 적용합니다. 사용자가 지정한 필터링 조건을 저장하려면 customFilterBox=""true"" 속성을 사용합니다. 필터링을 수행한 후 필터링 결과만 반환하려면 getFilteredColData() 함수를 사용합니다. 필터링 조건을 목록으로 표시하려면 useFilterList=""true"" 속성을 사용하고, 검색 기능을 함께 제공하려면 useFilterSearch=""true"" 속성을 추가합니다. 필터 상자의 폭을 자동으로 조절하려면 autoFitFilterList=""true"" 속성을 적용합니다. 데이터가 없을 경우 필터 버튼을 숨기려면 hideFilterIconOnNoData=""true"" 속성을 설정합니다. 그룹핑 기능을 사용하려면 groupby() 함수를 사용하거나 groupbyZone=""true"" 속성을 적용합니다.",359
96,"이 문서는 그리드뷰(Gridview)에서 그룹핑(Grouping) 기능을 사용하는 방법에 대해 설명합니다. 그룹핑 기능을 사용하면 데이터를 그룹으로 묶어서 표시할 수 있습니다. 
코드 14-30은 그룹핑 기능을 사용하는 예제 코드입니다. options 객체를 생성하여 그룹핑에 필요한 옵션을 설정한 후, gridView1.groupby(options) 함수를 호출하여 그룹핑을 수행합니다. 
코드 14-31은 showOnlyLastDepth 옵션을 true로 설정하여 그룹핑 헤더에 마지막 단계만 표시하는 예제 코드입니다. 
그룹핑된 각 컬럼의 데이터에 대해 계산식을 사용할 수 있습니다. 표 14-37에서는 지원되는 계산식을 설명합니다. 
그룹핑 영역으로 드래그-앤-드롭하여 그룹핑을 수행할 수 있습니다. 이때, ongroupby 이벤트를 추가하여 그룹핑 조건을 지정해야 합니다. 
그룹핑 영역의 높이와 그룹핑 영역에 표시할 메시지는 groupbyZoneHeight 및 groupbyZoneMessage 속성을 사용하여 지정할 수 있습니다. 
그룹핑을 위해 드래깅할 수 있는 컬럼의 최대 개수는 groupbyMaxCount 속성을 사용하여 지정할 수 있습니다. 
그룹핑 후 선택한 필터 조건을 표시하는 필터 박스가 표시됩니다. 필터 박스는 groupbyFilterBox, groupbyFilterBoxLocation, filterBoxVisibleRowNum 속성을 사용하여 설정할 수 있습니다. 
GridView에 필터링이 설정된 경우, 필터링 조건을 선택한 후 해당 조건으로 필터링된 데이터에 대해서만 그룹핑을 수행할 수 있습니다.",514
97,"customFilterBox=""true"" 속성을 추가하십시오. 필터링과 관련된 useFilterList=""true""와 useFilter=""true"" 속성, 그룹핑과 관련된 groupbyZone=""true""와 groupbyFilterBox=""true"" 속성, 그리고 필터 유지와 관련된 customFilterBox=""true"" 속성이 있습니다. customFilterBox=""true""로 설정하면 필터링이 유지된 채로 그룹핑이 수행됩니다. 필터링 조건과 필터링 + 그룹핑 조건이 모두 표시되며, customFilterBox=""false""로 설정하면 필터링이 풀리고 전체 데이터에 대해 그룹핑이 수행됩니다. 
그룹핑을 취소하려면 clearGroupby() 함수를 사용하면 되며, getGroupbyData() 함수를 사용하면 현재 적용된 그룹핑 조건을 반환합니다. advancedExcelDownload 함수를 이용하여 그룹핑된 상태의 GridView를 Excel 파일로 다운로드할 수 있습니다. 이때 options.groupby=""true""로 설정해야 합니다.
또한, 동일한 데이터가 연속적으로 반복될 경우, 동일한 데이터가 반복되는 셀을 병합할 수 있습니다. 열 병합과 행 병합이 가능합니다.",364
98,"병합 기능에 대한 설명입니다. 열 병합, 행 병합, 열 병합 후 행 병합, 행 병합 후 열 병합, 왼쪽 열 기준 열 병합, 윗 행 기준 행 병합 등 다양한 방법으로 병합이 가능합니다. 병합된 셀들을 해제할 수도 있습니다. 또한, 특정 셀들만 병합하거나 병합을 해제할 수 있으며, 틀 고정된 부분에서만 병합이 이루어지도록 설정할 수도 있습니다. 병합에서 제외할 컬럼을 지정할 수 있는 API도 제공됩니다.",211
99,"14.7.15.6 병합 상태 확인
아래 API를 사용하여 특정 셀의 병합 상태를 확인할 수 있습니다.
표 14-50. 병합 상태 확인 관련 API
getMerged(rowIndex, colIndex);
- rowIndex: 병합 여부를 확인하고 싶은 셀의 행 인덱스
- colIndex: 병합 여부를 확인하고 싶은 셀의 열 인덱스
사용 예
gridView1.getMerged(4, 4);
- (4, 4) 셀의 셀 병합 상태를 반환. (True/False)
14.7.15.7 동일 데이터를 갖는 행 병합
표 14-51. 기능 설명
설명
- 하나의 열, 연속된 행의 공통된 값에 의한 데이터를 병합
- 데이터 간의 연관성을 시각적으로 표현하여 정보 전달 효과를 높임
관련 API
- colMerge(바디): ""true""로 설정
- upperColumn (바디): 하나의 셀 병합 열을 기준으로 다른 열을 병합하도록 기준을 설정
코드 14-45. colMerge & upperColumn
<w2:column id=""pubDate"" style=""height:70px"" inputType=""select"" width=""60"" rowSpan=""2"" dataType="""" allOption="""" chooseOption="""" colMerge=""true"">
    <w2:choices>
        <w2:itemset nodeset=""pubYear/item"">
            <w2:label ref=""label""></w2:label>
            <w2:value ref=""value""></w2:value>
        </w2:itemset>
    </w2:choices>
</w2:column>
<w2:column id=""genre"" style=""height:70px"" inputType=""text"" width=""70"" rowSpan=""2"" displayType=""all"" colMerge=""true"" upperColumn=""pubDate"">
</w2:column>
14.7.16 Excel 업로드 (Import)
Excel 업로드 → GridView 참조.
14.7.17 Excel 다운로드 (Export)
GridView → Excel 다운로드 참조.
14.7.18 CSV 업로드
CSV 업로드 → GridView 참조.
14.7.19 CSV 다운로드
GridView → CSV 다운로드 참조.
14.7.20 여러 GridView를 Excel 파일로 다운로드
GridView 여러 개 → Excel 다운로드 참조.
14.7.21 일반 페이징
표 14-52. 기능 설명
설명
- 별도의 설정 없이 서버로부터 데이터를 받아 페이지로 나누어 표현.
- 그리드를 페이지 별로 표시할 경우 PageList 혹은 PageControl 컴포넌트와 함께 사용 가능.
필요 정보
- 그리드에 표현하는 전체 데이터 건수
- 한 페이지 당 표현하는 데이터 건수
- 각 페이지의 시작 행에 대한 정보
사용 방법
- 페이지 수를 구합니다.
- PageList (혹은 PageControl) 컴포넌트의 setCount(count) API의 인자 값으로 설정합니다.
- 선택된 페이지에 표현할 데이터를 Submission을 통해 서버로 부터 가져옵니다. (PageList 혹은 PageControl 컴포넌트의 onchange 이벤트를 사용.)
<w2:pageList pageSize=""2"" displayFormat=""#"" id=""pageList1"" style=""position:absolute;left:1px;top:410px;width:600px;height:30px;"" buttonShowType=""3"">
    <script ev:event=""onchange(current,before)"" type=""javascript"">
        <![CDATA[
            start = current;
            $p.executeSubmission(""getMovies"");
        ]]>
    </script>
</w2:pageList>
<xf:submission id=""getMovies"" ref=""reqMovies"" target=""resMovies"" action="""" method=""get"" mediatype=""text/xml"" encoding=""UTF-8"" instance="""" replace=""instance"" errorHandler="""" customHandler="""" mode=""asynchronous"" processMsg=""조회중입니다."">
    <script type=""javascript"" ev:event=""xforms-submit-done"">
        <![CDATA[
            var totalCnt = WebSquare.ModelUtil.getInstanceValue('resMovies/rss/channel/total/@filmoTotal');
            if (totalSetYn != true) {
                var quotient = parseInt(totalCnt / display, 10);
                var remainderYn = (totalCnt % display) ? 1 : 0;
                var count = quotient + remainderYn;
                pageList1.setCount(count);
                totalSetYn = true;
            }
            var dataCnt = WebSquare.ModelUtil.getInstanceValue('resMovies/rss/channel/total/@filmoDisplay');
            if (dataCnt != 0) {
                var item = WebSquare.ModelUtil.findInstanceNode(""resMovies/rss/channel/item"");
                grid1.setXML(item);
            }
        ]]>
    </script>
    <script type=""javascript"" ev:event=""xforms-submit"">
        <![CDATA[
            var sub = WebSquare.ModelUtil.getSubmission(""getMovies"");
            sub.action = ""/developGuide/getPagingData.jsp?start="" + start + ""&display="" + display;
        ]]>
    </script>
</xf:submission>
14.7.22 무한 그리드
표 14-53. 기능 설명
설명
- Y축 스크롤이 끝에 이르렀을 때 다음 데이터를 서버로 부터 가져와 그리드에 이어쓰는 방법
관련 API
- loadCount: onscrollend 이벤트 발생 조건으로 사용되는 잔여 행 수 (예: loadCount=""1"" 인 경우 onscrollend 이벤는 스크롤 다운으로 행이 1개 남았을 때 발생.)
<w2:grid baseNode=""item"" repeatNode=""filmo"" id=""grid1"" style=""position: absolute ;left:0px;top:0px;width: 600px;height: 340px;"" valueNode="""" sortable=""true"" resize=""true"" readOnlyBackgroundColor=""#D9E6F3"" readOnly=""false"" hideHeader=""false"" rowNumVisible=""true"" rowNumHeaderValue=""No."" rowStatusVisible=""false"" rowStatusHeaderValue=""상태"" fixedColumn=""2"" focusMode=""both"" focusMove=""true"" keyMoveEditMode=""true"" editModeEvent=""ondblclick"" enterKeyMove=""down"" tooltipDisplay=""true"" oddEvenColorDisplay=""false"" loadCount=""1"">
    ...
    <script type=""javascript"" ev:event=""onscrollend"">
        <![CDATA[
            start++;
            $p.executeSubmission(""getMovies"");
        ]]>
    </script>
</w2:grid>
<xf:submission id=""getMovies"" ref=""reqMovies"" target=""resMovies"" action="""" method=""get"" mediatype=""text/xml"" encoding=""UTF-8"" instance="""" replace=""instance"" errorHandler="""" customHandler="""" mode=""asynchronous"" processMsg=""조회중입니다."">
    <script type=""javascript"" ev:event=""xforms-submit-done"">
        <![CDATA[
            var totalCnt = WebSquare.ModelUtil.getInstanceValue('resMovies/rss/channel/total/@filmoTotal');
            if (totalSetYn != true) {
                output2.setValue(totalCnt);
                totalSetYn = true;
            }
            var dataCnt = WebSquare.ModelUtil.getInstanceValue('resMovies/rss/channel/total/@filmoDisplay');
            if (dataCnt != 0) {
                var item = WebSquare.ModelUtil.findInstanceNode(""resMovies/rss/channel/item"");
                grid1.setXML(item, true);
                output1.setValue(grid1.getRowCount());
            }
        ]]>
    </script>
    <script type=""javascript"" ev:event=""xforms-submit"">
        <![CDATA[
            var sub = WebSquare.ModelUtil.getSubmission(""getMovies"");
            sub.action = ""/developGuide/getPagingData.jsp?start="" + start + ""&display="" + display;
        ]]>
    </script>
</xf:submission>
14.7.23 읽기 전용
eadOnly 속성을 통해 특정 열을 읽기 전용으로 설정할 수 있습니다. 행, 열, 셀에 대한 읽기 전용 설정은 API를 통해서도 가능합니다.",1968
100,"GridView에서 readOnly 설정은 그리드 전체, 행, 열, 셀 별로 적용 가능하며, 각각의 API는 readOnly=""true""/""false"" (기본값: ""false"")로 설정합니다. 또한, 읽기 전용 셀인 경우, 상/하 방향키를 통한 셀간의 이동을 허용하거나 제어할 수 있으며, 이를 위한 API는 readOnly=""true"" ignoreNonEditableCell=""true"" ignoreNonEditableCellTabnter=""true""입니다.
GridView의 표 제목은 captionAuto와 captionTitle 속성을 사용하여 자동으로 생성할 수 있습니다. 이때, captionTitle 속성에 텍스트를 입력하면 해당 텍스트를 기반으로 제목이 생성됩니다. 또한, 각 컬럼의 inputType이 ""text""인 경우, titleAuto=""true"" 설정을 통해 각 셀의 <td>에 title 속성을 자동으로 생성할 수 있습니다. 단, 헤더 또는 바디의 셀들이 합쳐진 경우, 헤더가 두 줄인 경우, inputType=""text""를 제외한 다른 경우에는 titleAuto 속성을 지원하지 않으므로 각 셀의 title 속성을 직접 설정해야 합니다.
GridView에서 각 컬럼의 데이터를 서로 다른 컴포넌트와 맵핑할 수 있습니다. 이를 통해 GridView의 특정 행을 선택할 경우, 해당 행 각 컬럼의 값을 서로 다른 컴포넌트에 표시할 수 있습니다.
마지막으로, GridView에서 contextMenu=""true"" 설정을 추가하면, 그리드를 우클릭하면 컨텍스트 메뉴가 표시됩니다. 이때, 바디에 있는 셀을 우클릭할 때만 컨텍스트 메뉴가 표시되며, 헤더에서는 지원하지 않습니다.",528
101,"GridView 컴포넌트의 다양한 기능과 속성을 설명하고 있다. useHeaderContextMenu 속성을 추가하면 헤더의 셀을 우클릭해도 컨텍스트 메뉴를 표시할 수 있으며, contextMenuAltClick 속성을 추가하면 Alt 키 + 마우스 좌클릭을 통해 컨텍스트 메뉴를 표시할 수 있다. autoFit 속성을 사용하여 컨텍스트 메뉴를 통해 컬럼 폭을 조정할 수 있으며, visibleRowNumFix 속성을 추가하면 GridView의 높이를 설정할 수 있다. drawType 속성을 사용하여 GridView를 그리는 방법을 결정할 수 있으며, Pivot 컴포넌트는 다차원 데이터 분석, 드릴다운, 축 변환, 통계 함수 등 다양한 기능을 제공한다. 그러나 IE10 버전 이상에서만 지원되며, 조회 건수는 약 400,000 Cell을 기준으로 제한하는 것이 좋다. 또한, GridView 조회 시간은 전체 셀의 개수에 영향을 받으므로 셀이 많을수록 조회 시간이 증가한다.",347
102,"이 문서는 Pivot 컴포넌트의 다양한 기능에 대한 설명을 제공합니다. showGrandTotal 속성을 사용하여 총 합계를 표시하거나 숨길 수 있으며, grandTotalDisplayType 속성을 통해 총 합계 표시 위치를 선택할 수 있습니다. allTotalName과 grandTotalName 속성을 사용하여 전체 행 합계와 전체 열 합계의 라벨 값을 지정할 수 있습니다. pivotExcelDownload 함수를 사용하여 Pivot을 Excel 파일로 다운로드하고, autoSizeColumn 속성을 사용하여 컬럼 너비를 자동으로 조정할 수 있습니다. headerYMerge 속성을 사용하여 헤더의 컬럼을 병합하고, noColumnMove 속성을 사용하여 헤더 컬럼 이동을 방지할 수 있습니다.",236
103,"15장. 컨테이너
15.1 FloatingLayer
- 새로운 창을 생성하여 화면에 출력하는 컴포넌트
- 최상위 층에 출력되며, 이동 제어가 가능하다
- 팝업 창 등에 사용된다
15.2 Generator
- 여러 개의 컴포넌트로 구성된 그룹을 한 번에 생성하는 컴포넌트
- 동적으로 컴포넌트를 추가하거나 삭제할 수 있다
- 입력 상자 추가 등 여러 컴포넌트로 구성된 웹 UI를 생성하는 데 사용된다
15.3 Group
- 여러 컴포넌트를 그룹핑하는 컴포넌트
- 그룹에 속한 컴포넌트 전체를 초기화하거나, 그룹에 속한 컴포넌트 전체에 대한 함수 호출이 가능하다
- 전체 레이아웃을 구성하거나, 복잡한 계층 구조를 구현하는 데 사용된다
15.4 ScrollView
- 모바일 전용 터치 스크롤링을 제공하는 컴포넌트
- Group 컴포넌트처럼 하위에 여러 컴포넌트를 포함할 수 있다
15.5 SlideHide
- 슬라이딩을 통해 숨김/표시 기능을 제공하는 컴포넌트
- 이벤트에 따라 특정 layer를 animation으로 표시한다
- 퀵 메뉴와 같이 마우스를 올리면 UI를 잠시 표시하는 상황에서 사용된다
15.6 Switch
- 여러 상황이 가능한 경우, 각 상황에 대한 화면을 구성하고 해당 상황에 맞는 화면을 출력하는 컴포넌트
- 각 상황 별 동적 화면 표시, 슬라이딩 효과 등이 가능하다
- 페이지 이동, 목록 이동 등에 사용된다
15.7 TabControl
- 탭 형태의 화면을 구성하는 컴포넌트
- TabControl 컴포넌트를 그리면 최초 1개의 Tab과 해당 Content 영역이 생성된다
- 각 Content는 Group처럼 하위에 컴포넌트를 포함할 수 있다
- src 속성을 이용하여 외부의 XML을 포함할 수 있으며, 탭 닫기 버튼, 웹 접근성, 키보드 제어 등을 지원한다
15.7.1 탭 프레임 종류 (frameMode)
- IFrame 혹은 WFrame으로 탭을 생성할 수 있다
- wframePreload는 로딩은 하지 않지만, 탭이 비활성화된 상태에서도 해당 탭에 포함된 객체 참조가 가능하다
코드 15-1은 TabControl 내에서 동일한 frameMode 사용을 권장하는 사용 예제이다.",823
104,"이 문서는 WebSquare의 TabControl 기능에 대한 설명서이다. TabControl은 여러 개의 탭을 생성하여 각각의 탭에 다른 화면을 표시할 수 있는 기능을 제공한다. 이 문서에서는 TabControl의 다양한 기능들에 대해 설명한다.
먼저, 탭을 생성하는 방법에 대해 설명한다. WFrame 탭을 생성할 때는 scope 속성을 추가해야 하며, dataObject 옵션을 통해 탭 생성 시 호출할 페이지의 파라미터를 전달할 수 있다. 생성된 탭에서는 $p.getParameter() 함수를 통해 전달받은 파라미터를 확인할 수 있다.
또한, WFrame 탭에서 서브미션을 포함할 경우, 서브미션 실행 시 표시되는 상태창을 WFrame 탭 내부에 표시할 수 있다. 또한, Config.xml 파일의 설정을 변경하여 해당 상태창의 소스를 변경할 수도 있다.
WFrame 탭은 getWindow와 $p.parent API를 통해 참조할 수 있으며, content에 지정된 페이지의 경로를 동적으로 바꿀 경우 getFrame API를 이용할 수 있다.
탭이 여러 개인 경우, tabPosition 속성을 통해 탭을 표시할 위치를 설정할 수 있으며, tabScroll=""true"" 설정을 추가하면 상단에 스크롤과 탭 목록을 표시할 수 있다. 또한, changeActiveTab=""true"" 설정을 추가하면 탭 스크롤 버튼을 통해 선택한 탭을 활성화할 수 있다. 마지막으로, keepDisabledTab=""true"" 설정을 추가하면 부모 TabControl의 탭이 또 다른 TabControl을 포함한 경우, 자식 TabControl의 탭 비활성화 상태를 부모 TabControl 탭의 활성화 상태에 상관없이 유지할 수 있다.
마지막으로, WFrame 탭에서 $open.popUp() 함수를 통해 팝업을 생성할 경우, 팝업을 표시한 프레임을 지정할 수 있다.",563
105,"15.7.10.2 부모-자식 팝업 닫기
$p.openPopup() 함수를 사용하여 탭 화면에서 팝업을 생성하고, 부모 팝업과 해당 부모에 속하는 모든 자식 팝업을 함께 닫을 수 있습니다. 이 기능은 WFrame 탭에서만 동작하며, frameMode=""wframe"" 혹은 frameMode=""wframePreload""로 탭을 생성한 후 TabControl의 frameModal 속성을 ""true""로 설정해야 합니다.
15.7.11 이벤트
15.7.11.1 스크롤 바 버튼을 클릭할 때 호출되는 이벤트
tabScroll=""true"" 속성 설정을 적용할 경우, 스크롤 바에 3개의 버튼이 표시되고, 각 버튼을 클릭할 때마다 이벤트가 발생합니다.
15.8 TableLayout
TableLayout은 HTML5 태그(<colgroup>, <tr>, <td>, <th>)를 추가하여 <table> 태그로 묶어 여러 셀에 컴포넌트를 추가할 수 있는 컴포넌트입니다. 주로 폼 양식 구성에 사용됩니다.
15.9 WidgetContainer
WidgetContainer는 여러 개의 웹 위젯을 한 화면에서 제공하는 컴포넌트입니다. 서버 통신 등을 포함한 업무 화면을 웹 위젯으로 사용할 수 있으며, 업무 화면 및 유틸리티 사용 환경을 개인화할 수 있습니다. WidgetContainer는 2차원 좌표계를 생성하여 위젯을 추가하고, 모든 위젯의 위치 및 크기는 좌표계를 기준으로 결정됩니다.",475
106,"위젯 컨테이너(WidgetContainer)는 동적으로 위젯을 생성하고 관리하는 기능을 제공합니다. 좌표계를 설정하여 위젯을 배치할 수 있으며, 위젯을 추가하거나 삭제하고, 전체 또는 개별 위젯을 가져오는 등의 기능을 제공합니다.
좌표계는 행과 열의 개수로 구성되며, 열의 개수는 고정되어 있고 행의 개수만 증가합니다. mode=""pushpull"" 속성을 사용할 경우, 행의 개수는 고정되어 있고 열의 개수만 증가합니다.
위젯은 WidgetContainer의 addWidgets 함수를 통해서만 동적으로 생성할 수 있으며, XML 상에서는 추가할 수 없습니다. addWidgets 함수는 options 객체 혹은 배열로 지정하여 해당 위젯을 생성합니다. optionsArr에는 unitHeight, unitWidth, x, y, title 등의 속성을 지정할 수 있습니다.
현재 존재하는 위젯 전체를 export하거나, 새로운 위젯 여러 개를 추가할 수 있습니다. exportWidgets 함수를 사용하여 현재 생성된 모든 위젯을 반환하거나, removeWidgetsAll 함수를 사용하여 모든 위젯을 삭제할 수 있습니다. 또한, 개별 위젯을 export하거나 import할 수도 있습니다.
위젯 내부 객체에 접근하기 위해서는 setSrc, getObj, getObjList 함수를 사용할 수 있습니다. 또한, WFrame의 scope=""true"" 설정을 사용할 경우 WidgetContainer 및 포함된 위젯 간의 상호 참조가 가능합니다.
$p.widget 객체는 위젯을 위한 전용 함수로, 위젯으로 사용되는 화면에 대해서만 존재합니다. 위젯으로 사용된 화면의 정보를 얻기 위해서는 $p.widget.getWidgetId, $p.widget.getWidgetContainerId, $p.widget.getWidgetContainer 함수를 사용할 수 있습니다.",518
107,"위젯 컨테이너에서 위젯의 타이틀을 동적으로 변경하거나, 각 위젯에 서로 다른 스타일을 적용하거나, 위젯의 타이틀을 숨기거나, 최대화/최소화를 제어하거나, 위젯을 이동하거나, 리사이징하거나, 버튼을 추가할 수 있습니다. 또한, 윈도우 컨테이너를 사용하여 여러 개의 윈도우를 생성하고, 프레임 종류를 지정할 수 있으며, 윈도우를 고정하거나 고정을 취소할 수 있습니다. 윈도우 생성 시 dataObject 옵션을 사용하여 페이지의 파라미터를 전달할 수 있습니다.",214
108,"윈도우 컨테이너(WindowContainer)는 다양한 윈도우를 생성하고 관리할 수 있는 기능을 제공합니다. 이 기능을 사용하면 윈도우의 생성, 크기 조정, 파라미터 전달, 포커스 제어, 팝업 생성 등을 쉽게 구현할 수 있습니다.
윈도우 생성 시에는 createWindow() 함수를 사용하며, 이 함수를 통해 윈도우의 크기, 제목, 경로, 데이터 등을 설정할 수 있습니다. 윈도우의 크기는 defaultWidth와 defaultHeight 옵션으로 지정할 수 있으며, 윈도우를 생성할 때마다 인덱스가 ""1""씩 증가하고, 윈도우를 닫으면 인덱스가 초기화됩니다.
윈도우 생성 후에는 getFrame() 함수를 사용하여 윈도우의 프레임을 가져올 수 있습니다. 이를 통해 윈도우의 경로를 동적으로 변경하거나, 윈도우에 파라미터를 전달할 수 있습니다. 전달된 파라미터는 $p.getParameter() 함수를 통해 확인할 수 있습니다.
윈도우의 포커스는 setFocus() 함수를 사용하여 지정할 수 있으며, 윈도우 ID나 윈도우 인덱스를 파라미터로 지정합니다. 또한, 윈도우의 인덱스는 getSelectedIndex() 함수를 사용하여 확인할 수 있습니다.
WFrame 윈도우에서는 $open.popUp() 함수를 사용하여 팝업을 생성할 수 있으며, 이 때 프레임을 지정할 수 있습니다. 또한, $p.openPopup() 함수를 사용하여 탭 화면에서 생성한 팝업과 함께 부모 팝업을 닫을 수 있습니다.
마지막으로, WFrame 윈도우의 src 화면이 서브미션을 포함할 경우, 상태창을 WFrame 탭 내부에 표시할 수 있습니다. 이 때, Config.xml 파일의 <processMsgFrameURL> 항목 설정을 변경하여 해당 상태창의 소스를 변경할 수도 있습니다.",568
109,"윈도우 정렬, 자동 정렬, 정렬 아이콘 위치 설정, 최대 윈도우 수 동적 변경, 윈도우를 항상 열린 상태로 유지, 윈도우 최대화, 윈도우 최소화, 윈도우 드래깅 시 윈도우 표시, 현재 선택된 윈도우 구분, 전체 윈도우 닫기, 특정 윈도우를 제외한 나머지 윈도우 닫기, 윈도우 닫기 방지 등 WindowContainer에서 사용 가능한 기능들이 소개되어 있다. setArrangeWindows() 함수를 사용하여 윈도우를 네 가지 방법으로 정렬할 수 있으며, autoArrange 속성을 사용하면 여러 개의 윈도우를 정렬해서 표시한 후 특정 윈도우를 닫을 경우, 남아 있는 윈도우를 다시 정렬할 수 있다. controlIconPosition 속성을 사용하여 윈도우 정렬 아이콘의 표시 위치를 결정할 수 있으며, setWindowMaxNum() 함수를 이용하면 WindowContainer에서 열 수 있는 최대 윈도우 개수를 동적으로 변경할 수 있다. stopMinimizeOnNameLayer=""true"" 설정을 적용하면, 네임레이어 클릭에 상관 없이 윈도우를 항상 열린 상태로 유지할 수 있다. WindowContainer에서 생성한 윈도우는 최대화 버튼을 클릭하거나 윈도우 타일을 더블-클릭하여 최대화할 수 있으며, 최소화 버튼을 클릭하거나 네임 레이어를 클릭하여 최소화할 수 있다. windowMoveType=""overflow""인 경우, WindowContainer 밖으로 윈도우를 드래깅 하고 마우스 커서 위치에 따라 윈도우를 표시할 수 있으며, closeOthers() 함수를 사용하여 현재 활성화된 윈도우, 혹은 주어진 windowID나 uniqueID에 해당하는 윈도우를 제외한 모든 윈도우를 닫을 수 있다. useFixButton=""true"" 설정을 사용할 경우 네임 레이어에 표시되는 각 창의 이름 옆에 창 닫기 방지 버튼을 표시할 수 있으며, 전체 창 닫기 버튼을 통해 창 닫는 방법을 설정할 수 있다.",652
110,"WindowContainer는 다양한 기능을 제공합니다. fixWindow 및 unfixWindow 함수를 사용하면 창 닫기 방지 버튼을 동적으로 활성화/비활성화할 수 있습니다. nameLayerMove 속성을 사용하여 네임 레이어 상의 윈도우 순서 변경 가능 여부를 설정할 수 있습니다. nameLayerMove=""true"" 및 nameLayerRearrange=""true"" 설정을 추가하면 핀 버튼으로 고정한 윈도우를 네임레이어의 맨 앞으로 이동할 수 있습니다. changeActiveWindow=""true"" 속성을 적용하면 네임 레이어 상의 스크롤 버튼을 클릭하여 윈도우를 선택하고 활성화할 수 있습니다. useWindowScrollButton 속성을 사용하여 현재 윈도우 목록을 확인할 수 있는 버튼을 툴바에 표시할 수 있습니다. onwindowload/onwindowunload 이벤트를 지정할 수 있으며, onminimizebtnclick/onrestorebtnclick 이벤트는 창 크기 최소화/복원 버튼을 클릭할 때 발생합니다.",302
111,"WebSquare.uiplugin.secret은 사용자 입력을 ""*""로 표시하는 InputBox 형태의 컴포넌트이다. HTML <input> 태그의 type=password와 유사한 인터페이스를 제공하며, Type uiplugin Property를 통해 class 속성과 동일한 기능을 제공한다. disabled 속성을 통해 컴포넌트를 비활성화할 수 있으며, displaymessage 속성을 통해 검증 결과가 실패일 경우 메시지를 표시할 수 있다. 컴포넌트 ID는 id 속성을 통해 설정하며, mandatory 속성을 통해 필수 선택 여부를 설정할 수 있다. 입력 가능한 최대 Byte길이와 최대 길이는 각각 maxByteLength와 maxLength 속성을 통해 설정할 수 있으며, 최소 Byte길이와 최소 길이는 각각 minByteLength와 minlength 속성을 통해 설정할 수 있다. 이외에도 readOnly, placeholder, ref, tabIndex, tooltip 등의 속성을 제공하며, commit, getDataType, setValue, validate 등의 메서드를 사용할 수 있다.",303
