,link,type,text
529,0716e6791680a16b,normal,"<kbd>setValue();</kbd>와 <kbd>getValue();</kbd> 함수를 통해 컴포넌트에 동적으로 값을 설정하거나 현재 값을 반환할 수 있습니다. InputBox 뿐만 아니라 Secret, Output, TextArea, TextBox, AutoComplete, Radio, Select, CheckBox, Calendar, InputCalendar 등의 컴포넌트에서 사용 가능합니다."
530,e8349418c3c01ad1,normal,"<code>maxLength</code> 속성을 통해 dataType에 상관 없이(<code>""euro""</code>, <code>""rupee""</code> 혹은 <code>""tenge""</code>와 같은 화폐 단위도 가능) 입력 가능한 최대 길이를 설정할 수 있습니다."
531,e91897722f45adf0,unordered_list,"* 검증 항목으로 설정한 속성에 대해 <kbd>validate();</kbd> 함수는 검증을 수행하여 결과를 true/false로 반환합니다.
** 입력 검증 결과가 false이고 <kbd>displaymessage=""true""</kbd>로 설정된 경우, 
*** 함수 내부에 정의된 메시지가 표시됩니다.
*** <kbd>invalidMessage=""<span class=""r_blue_span"">검증 실패 안내 메시지</span>""</kbd>까지 설정된 경우, <kbd>invalidMessage</kbd> 속성으로 설정한 <span class=""r_blue_span"">""검증 실패 안내 메시지""</span>가 표시됩니다.
* 검증을 수행하고 결과를 표시할 함수를 구현한 뒤, 해당 함수를 <kbd>invalidMessageFunc</kbd> 속성으로 설정할 경우, 해당 함수를 통해 검증을 수행하고 메시지를 표시할 수 있습니다."
532,8748b14995c804c3,note,"<strong>상세 설명</strong>

<a class=""reference"" href=""#ad52e06a2e4c3683"">입력 검증</a> 참조."
533,ee1deaa3b479c263,normal,<code>oneditfull</code> 이벤트는 <code>maxByteLength</code> 속성으로 지정한 길이 만큼의 값이 입력될 경우 발생합니다.
534,38b55d2ae4fdf000,normal,날짜값 종류(<strong><kbd>calendarValueType</kbd></strong>) 별로 날짜 표시방식(<strong><kbd>displayFormat</kbd></strong>) 속성을 설정하는 대신 아래와 같이 <strong><em><em>config.xml</em></em></strong> 파일에서 일괄 설정할 수 있습니다.
535,e9b69d39cc72dce0,normal,특정 날짜를 기준으로 이전/이후 날짜를 비활성화하여 사용자 선택을 막을 수 있습니다.
536,b5340df464fb2f39,normal,<code>disableBeforeDate()</code> 및 <code>disableAfterDate()</code> 함수를 사용하여 지정한 날짜 이전/이후의 날짜들을 비활성화하여 달력에서 선택할 수 없도록 설정할 수 있습니다.
537,a7d51e9b753c80a3,normal,<code>disableDate()</code> 함수를 사용하면 공휴일을 포함한 날짜(들)을 비활성화하여 달력에서 선택할 수 없도록 설정할 수 있습니다.
538,711c97f5da20a157,normal,날짜 입력순서를 제어할 수 있습니다.
539,b74600f6c153d268,unordered_list,"* 한국
+ 20141225 =&gt; <kbd>ioFormat=""yyyyMMdd""</kbd>"
540,95d14858ea323414,unordered_list,"* 미국
+ 12242014 =&gt; <kbd>ioFormat=""MMddyyyy""</kbd>"
541,058fb8fe72136546,normal,아래와 같이 <strong><kbd>setIoFormat(options);</kbd> </strong>함수를 이용하여 (1) 날짜 입력 형식 (2) 입력란의 날짜 출력 형식 (3) 달력의 날짜 출력 형식을 지정할 수 있습니다.
542,76cea6bfe56a8df9,normal,사용자의 날짜 선택과 별도로 달력 아이콘 클릭시 표시되는 날짜를 현재 날짜를 사용할 수 있습니다. <kbd>fixedDate</kbd> 및 <kbd>keepFixeDate</kbd> 두 개의 속성을 사용하여 아래의 방법으로 현재 날짜를 표시하십시오.
543,a7a6b3c8cf1b5ca5,normal,"<code>setValue(""날짜"") </code>함수를 사용하여 날짜를 설정할 수 있습니다. 단, 날짜는 <code>ioFormat</code> 속성으로 지정한 형식을 사용하여 지정해야 합니다. 아래 예제와 같이 구분자를 포함하거나 포함하지 않은 ioFormat 형식을 모두 사용할 수 있습니다."
544,848895afb2cb7fbb,normal,<code>getCurrentServerDate()</code> 함수를 통해 현재 시각 및 날짜를 확인한 후 <code>setValue()</code> 함수를 통해 설정할 수 있습니다.
545,5a7d092a18fb4ac9,unordered_list,"* 검증 항목으로 설정한 속성에 대해 <kbd>validate();</kbd> 함수는 검증을 수행하여 결과를 true/false로 반환합니다.
* 입력 검증 결과가 false이고 <kbd>displaymessage=""true""</kbd>로 설정된 경우, 
** 함수 내부에 정의된 메시지가 표시됩니다.
** <kbd>invalidMessageFunc=""<span class=""r_blue_span"">함수</span>""</kbd>까지 설정된 경우, 해당 <span class=""r_blue_span"">함수</span>가 실행되어 검증 실패에 대한 메시지를 표시."
546,4c68ee214899b0be,normal,"<kbd><strong>dateValidCheck=<span class=""r_red_highlight_span"">""true""</span></strong></kbd> 설정을 추가할 경우, 입력된 날짜의 유효성을 검증할 수 있습니다. 날짜가 유효하지 않을 경우, <kbd><strong>invalidMessageFunc</strong></kbd> 속성으로 정의된 함수가 호출됩니다."
547,f0a491b63070148a,normal,"<code>dateValidSetCustom=""true""</code> 속성을 설정할 경우, <code>invalidMessageFunc</code> 함수를 실행하여 유효하지 않은 날짜값 입력에 대한 오류 메시지를 표시하고 이후 <code>setValueCancel()</code> 함수를 실행하여 이전 유효한 값을 유지할 수 있습니다."
548,745c6a452662874b,normal,"<code>invalidMessageFunc</code> 속성으로 지정된 함수에서 PopUp을 띄우고 해당 PopUp이 닫힐 경우 <code>onpageunload</code> 이벤트에서 <code>setValueCancel()</code> 함수를 호출할 수 있습니다. 즉, 유효하지 않은 날짜를 입력할 경우, 별도의 PopUp 창을 표시(<code>dateValidSetCustom=""true""</code>)하여 오류 메시지를 출력하고, 해당 PopUp 창이 닫힐 경우 이전 값으로 복원하는 동작이 가능합니다."
549,8a1952f5709308e1,normal,"달력 아이콘을 클릭하여 달력을 표시할 경우, 달력 상에 Today 버튼이 함께 표시됩니다. Today 버튼을 클릭하면 현재 날짜를 선택할 수 있습니다. 이 Today 버튼은 <code>showToday=""false""</code> 설정을 통해 화면에 표시하지 않을 수 있습니다."
550,030f84e3f50c72c2,normal,<code>pickerType </code>속성을 통해 달력에서 연도 및 월을 선택하는 방식을 설정할 수 있습니다.
551,2e47ebbb82f5e8f7,normal,"<code>pickerType=""dynamic""</code>인 경우 달력 헤더 부분의 연도 및 월 표시 순서를 <code>dynamicHeaderOrder</code> 속성을 통해 설정할 수 있습니다."
552,b2e46bbba3abf737,definition_list,"<code>dynamicHeaderOrder</code>: 
<code>pickerType=""dynamic""</code>인 경우 헤더 부분의 label 순서를 결정. 
+ <code>""month""</code> (기본 값) : 월 ­ 연도 순서로 출력. 
+ <code>""year""</code> : 연도 ­ 월 순서로 출력."
553,85e2397495744142,normal,"<code>dayMoveFixed=""true""</code> 속성 설정을 적용하면, 특정 일(Day)를 선택한 후, 달력 상단의 화살표를 사용하여 월이나 연도를 이동해도 현재 선택한 일을 유지할 수 있습니다."
554,74aa958b5a33ca4f,normal,<code>visibleWeekNum</code> 속성을 통해 달력에 표시할 주(Week)의 수를 설정할 수 있습니다.
555,82878d30db111b71,normal,<code>displayDayType</code> 속성을 사용하여 달력의 요일 부분을 텍스트 혹은 이미지 형태로 표시할지 선택 선택할 수 있습니다.
556,234dda8f591afa40,normal,"<code>displayDayType=""<span class=""r_blue001_span"">text</span>""</code>인 경우, 요일이 텍스트로 표시되어, 복사가 가능합니다."
557,e5d9b9e0d5bbcf0d,normal,<code>setHoliday()</code> 함수를 사용하여 아래와 같이 특정 날짜를 휴일로 지정할 수 있습니다.
558,6952c2d3232a0bd0,definition_list,"<code>setHoliday(dateStr , toRemove)</code>
<code>dateStr</code> : 휴일로 지정할 날짜. 
+ <code>toRemove </code>: 기존 휴일 설정을 취소할지 여부. (<code>""true""</code> : 취소. <code>""false""</code> (기본 값) : 취소하지 않음.)"
559,e8443f2f27ba3a3d,normal,"<code>setHolidayRef()</code> 함수를 사용하여 DataList의 특정 컬럼을 참조하여 해당 값을 휴일로 지정할 수 있습니다. 단, DataList의 컬럼 ID 앞에 ""<code>data:</code>""를 붙여아 합니다."
560,adac24a982c36ca7,normal,<code>removeHoliday()</code> 함수를 사용하여 <code>setHoliday()</code> 및 <code>setHolidayRef()</code> 함수를 사용하여 지정한 휴일 설정을 모두 취소할 수 있습니다.
561,cdc11476d3759e15,normal,<code>onrowclick</code> 이벤트는 선택 목록에서 항목을 선택할 때 발생합니다.
562,c2b93246a40d5880,definition_list,"주요 속성
<kbd>filter</kbd>: 업로드 가능한 파일 확장자를 지정. (형식: [파일 형식 이름] : [확장자 명], 사용 예: <kbd>AutoCad:*.dxf;*.dws</kbd>)
+ <kbd>maxcount</kbd>: 업로드 가능한 최대 파일 갯수
+ <kbd>maxsize</kbd>: 업로드 가능한 최대 파일 크기 (단위: Kb)"
563,f522d12f278997c7,normal,MultiUpload 컴포넌트를 통해 업로드하는 파일 용량은 크게 두가지 방법으로 제한할 수 있습니다.
564,9a6b19d53b48077f,ordered_list,"# <kbd>maxSize</kbd> 속성을 지정.
# <kbd>subSize</kbd>속성을 지정하여 <strong><span class=""r_italic_span"">config.xml</span></strong> 및 <strong><span class=""r_italic_span"">websquare.xml</span></strong> 파일에 클라이언트 및 서버 쪽에서 제한할 용량을 각각 지정."
565,50cb95656f7f8c00,caution,"<kbd>subSize</kbd> 속성이 <kbd>maxSize</kbd> 속성보다 우선. 
<strong><span class=""r_italic_span"">config.xml</span></strong> 및 <strong><span class=""r_italic_span"">websquare.xml</span></strong> 파일은 동일한 subSize 값을 사용할 것을 권장."
566,92e381a4fcd69481,normal,여러 파일을 업로드 할 때 <code>setParamJSON() </code>함수를 사용하여 각 파일 별로 서로 다른 파라미터를 설정할 수 있습니다. 아래의 예시를 참고하십시오.
567,e33a0b26aa69ccdf,ordered_list,"# <code>getFileNames()</code> 혹은 <code>geFileInfos()</code>를 사용하여 파일의 이름을 반환합니다. 
# 파일 이름을 사용하여 각 파일 별 파라미터 정보를 JSON 형태 생성합니다. 
# <code>setParamJSON()</code>을 호출하여 파라미터 정보를 전달합니다."
568,50aee7995730604c,normal,여러 파일을 업로드 할 때 <code>maxcount </code>속성을 사용하여 최대 업로드 가능한 파일 수를 설정할 수 있습니다.
569,1dcd73b74d6acaaa,normal,<code>getFileCount() </code>함수를 사용하여 업로드할 파일의 개수를 확인할 수 있습니다.
570,daa0bf884d289fc7,normal,Radio 컴포넌트를 더블 클릭하여 선택 항목을 직접 입력하거나 DataList 혹은 LinkedDataList와 바인딩할 수 있습니다.
571,d432931f4a388ee6,normal,"DataList와 바인딩하여 선택 항목을 표시할 경우, 바인딩된 DataList의 특정 컬럼 값을 기준으로 일부 선택 항목을 숨길 수 있습니다."
572,cc6bd4dc08e2edb1,normal,<code>enableColum</code> 및 <code>enableColumnFalseValue</code> 속성을 사용하여 선택 목록의 특정 항목을 비활성화할 수 있습니다.
573,a8a960ee2be6d33d,unordered_list,"* <code>enableColumn</code> : 비활성화 여부를 위해 참고할 DataList의 컬럼.
* <code>enableColumnFalseValue</code> : 비활성화하기 위한 조건. (비활성화를 위해 참고하는 컬럼의 데이터 값.)"
574,ae027278a5efba93,normal,아래 예제는 세 개의 항목이 비활성화되어 표시된 경우입니다.
575,f49479ae5c90f867,normal,<code>setEnableColumn()</code> 함수를 사용하여 선택 목록의 특정 항목을 비활성화할 수 있습니다.
576,f47ea4a9b9cd5ed9,unordered_list,"* 검증 항목으로 설정한 속성에 대해 <kbd>validate();</kbd> 함수는 검증을 수행하여 결과를 <code>true</code>/<code>false</code>로 반환합니다.
** 입력 검증 결과가 <code>false</code>이고 <kbd>displaymessage=""true""</kbd>로 설정된 경우, 
*** 함수 내부에 정의된 메시지가 표시됩니다.
*** <kbd>invalidMessage=""<span class=""r_blue_span"">검증 실패 안내 메시지</span>""</kbd>까지 설정된 경우, <kbd>invalidMessage</kbd> 속성으로 설정한 ""<span class=""r_blue_span"">검증 실패 안내 메시지</span>""가 표시됩니다.
* 검증을 수행하고 결과를 표시할 함수를 구현한 뒤, 해당 함수를 <kbd>invalidMessageFunc</kbd> 속성으로 설정할 경우, 해당 함수를 통해 검증을 수행하고 메시지를 표시할 수 있습니다."
577,42e5384cbef4bbdc,normal,CheckBox의 각 선택 항목에<code> label</code> 값 혹은 사용자 지정 값을 툴팁으로 표시할 수 있습니다.
578,01077a2b97bea9ee,ordered_list,"# DataList를 생성합니다.
# DataList에 아래와 같이 네 개의 컬럼을 지정하십시오. (단, 컬럼 이름은 변경 가능합니다.
## titleColumn: 스케줄 제목을 저장할 컬럼. 
## idColumn: 스케줄 ID를 저장할 컬럼. 
## startColumn: 스케줄 시작 일시를 저장할 컬럼. 
## endColumn: 스케줄 종료 일시를 저장할 컬럼. 
# ScheduleCalendar의 각 속성을 아래와 같이 지정하십시오."
579,fc292b337e425c8b,normal,<code>addSchedule()</code> 함수를 이용하여 동적으로 스케줄을 추가할 수 있습니다.
580,751bede514602b1a,normal,"<code>editable=""true""</code> 설정을 적용할 경우, 칼렌더 상에서 마우스 드래그-앤-드롭을 통해 일정의 시작일 및 종료일을 변경할 수 있습니다."
581,428832eef755116e,normal,"<code>selectable=""true""</code> 설정을 적용할 경우, 칼렌더 상에서 특정 날짜를 클릭하거나 여러 날짜를 드래깅하여 스케줄 정보를 입력할 수 있습니다."
582,a3c0b08f081885e0,normal,스케줄이 끝나는 시간을 기준으로 스케줄의 마지막 날짜를 캘린더에 표시할지 여부를 설정할 수 있습니다. 관련 속성은 <kbd>nextDayThreshold</kbd>입니다.
583,01764623fa22e2d0,definition_list,"<code>nextDayThreshold=""09:00:00""</code>
(1) 스케줄의 끝나는 시간이 (09시 이후인) 10시일 경우에는, 마지막 날짜에 스케줄이 표시됨.
+ (2) 스케줄의 끝나는 시간이 (09시 이전인) 07시일 경우에는, 마지막 날짜에 스케줄이 표시되지 않음."
584,15b4e3697ae037e4,normal,<kbd>timeFormat</kbd> 속성을 이용하여 시간 표시 형식을 설정할 수 있습니다.
585,513879ed7dcab99f,normal,<code>addSchedule()</code> 함수를 사용하여 스케줄을 생성(<code>onaddschedule</code>)하거나 혹은 사용자가 마우스 드래깅으로 스케줄을 이동(<code>onmoveschedule</code>)할 경우 이벤트를 추가할 수 있습니다.
586,f8a2a74f8f4191f6,ordered_list,"# Design 뷰에서 ScheduleCalendar를 우클릭합니다.
# <strong>Event </strong>­ <strong>onaddschedule</strong> 혹은<strong> onmoveschedule</strong>을 선택합니다.
# Script 탭에서 해당 이벤트 추가할 동작을 정의합니다."
587,59b8c45b4796d64a,unordered_list,"* 검증 항목으로 설정한 속성에 대해 <kbd>validate();</kbd> 함수는 검증을 수행하여 결과를 true/false로 반환합니다.
** 입력 검증 결과가 false이고 <kbd>displaymessage=""true""</kbd>로 설정된 경우, 
*** 함수 내부에 정의된 메시지가 표시됩니다.
*** <kbd>invalidMessage=""<span class=""r_blue_span"">검증 실패 안내 메시지</span>""</kbd>까지 설정된 경우, <kbd>invalidMessage</kbd> 속성으로 설정한 ""<span class=""r_blue_span"">검증 실패 안내 메시지</span>""가 표시됩니다.
* 검증을 수행하고 결과를 표시할 함수를 구현한 뒤, 해당 함수를 <kbd>invalidMessageFunc</kbd> 속성으로 설정할 경우, 해당 함수를 통해 검증을 수행하고 메시지를 표시할 수 있습니다."
588,02b6356708fca7d3,normal,SelectBox 컴포넌트를 더블 클릭하여 선택 항목을 직접 입력하거나 DataList 혹은 LinkedDataList와 바인딩할 수 있습니다.
589,7718cce482a5616f,normal,"SelectBox와 바인딩된 데이터가 아래와 같이 <code>""col3""</code>에 계층 정보를 포함할 경우 <code>depthColumn=""col3""</code> 속성 설정을 통해 선택 항목들을 계층 구조로 표시할 수 있습니다."
590,5208ba48c2366083,normal,<code>depthColumnHeight 및 depthColumnWidth </code>속성 설정을 통해 계층 구조의 선택 항목들을 표시할 높이 및 너비를 설정할 수 있습니다.
591,de28f5cce0ecdd7f,normal,"<code>depthColumn</code> 속성을 사용할 경우, 계층 구조의 선택 항목을 SelectBox에 표시할 수 있습니다. 이 때, <code>depthColumnShowPath=""true""</code> 속성 설정을 사용하면 선택된 항목의 부모 목록을 모두 표시할 수 있습니다. 부모가 여러 개인 경우, <code>depthColumnPathDelimiter</code> 속성을 사용하여 구분자를 지정할 수 있습니다."
592,978e001cab19c427,normal,"DataList와 바인딩하여 선택 항목을 표시할 경우, 바인딩된 DataList의 특정 컬럼 값을 기준으로 일부 선택 항목을 숨길 수 있습니다."
593,818bfd77c083ee17,normal,<code>enableColum</code> 및 <code>enableColumnFalseValue</code> 속성을 사용하여 선택 목록의 특정 항목을 비활성화할 수 있습니다.
594,a6e07b257464f98b,unordered_list,"* <code>enableColumn</code> : 비활성화 여부를 위해 참고할 DataList의 컬럼.
* <code>enableColumnFalseValue</code> : 비활성화하기 위한 조건. (비활성화를 위해 참고하는 컬럼의 데이터 값.)"
595,77d2ca7ff0f20eef,normal,아래 예제는 두 항목이 비활성화되어 표시된 경우입니다.
596,09855e3323f29b22,normal,<code>setEnableColumn()</code> 함수를 사용하여 선택 목록의 특정 항목을 비활성화할 수 있습니다.
597,b5f10a3b82c061ab,normal,<code>setDisplayMode()</code> 및 <code>setDelimiter()</code> 함수를 사용하면 <code>displayMode</code> 및 <code>delimiter</code> 속성을 동적으로 변경할 수 있습니다.
598,816c16361bfff39f,normal,선택 목록 및 브라우저 상에서의 마우스 휠 스크롤링을 제어할 수 있습니다.
599,7fa21f3d3c333bf8,unordered_list,"* 검증 항목으로 설정한 속성에 대해 <kbd>validate();</kbd> 함수는 검증을 수행하여 결과를 true/false로 반환합니다.
** 입력 검증 결과가 false이고 <kbd>displaymessage=""true""</kbd>로 설정된 경우, 
*** 함수 내부에 정의된 메시지가 표시됩니다.
*** <kbd>invalidMessage=""<span class=""r_blue_span"">검증 실패 안내 메시지</span>""</kbd>까지 설정된 경우, <kbd>invalidMessage</kbd> 속성으로 설정한 ""<span class=""r_blue_span"">검증 실패 안내 메시지</span>""가 표시됩니다.
* 검증을 수행하고 결과를 표시할 함수를 구현한 뒤, 해당 함수를 <kbd>invalidMessageFunc</kbd> 속성으로 설정할 경우, 해당 함수를 통해 검증을 수행하고 메시지를 표시할 수 있습니다."
600,54688dd8398b704b,normal,"<code>labelWidthAuto=""true""</code> 설정을 사용할 경우, 선택 항목 중 가장 긴 label 값에 따라 SelectBox의 너비를 자동으로 조정할 수 있습니다."
601,d776de98632d37ad,normal,"keycode와 콤마(,)를 사용하여 특정 키의 동작을 막을 수 있습니다. 동작을 막으려는 키(들)의 keycode를 <code>preventKeyList</code> 속성값으로 정의하십시오. 사용 예는 아래와 같습니다."
602,7654725f848f2ec8,note,"GridView의 <code>inputType=""autoComplete""</code> 컬럼에서는 사용할 수 없음."
603,cd62d0259cbefc38,normal,"<code>tooltipDisplay</code> 속성을 <code>""true""</code>로 설정할 경우 SelectBox에서 선택된 항목에 대한 툴팁을 표시할 수 있습니다."
604,85369b4155269290,normal,"<code>itemTooltipDisplay</code> 속성을 <code>""true""</code>로 설정할 경우, SelectBox에서 선택 항목 목록 상에서 각 선택 항목에 대한 툴팁을 표시할 수 있습니다."
605,5cd2d19dcb6c6ae7,normal,"<code>itemTooltipFormatter</code> 속성값으로 툴팁을 변환할 함수 이름을 지정한 후, 해당 함수를 직접 구현하여 툴팁 텍스트를 변환할 수 있습니다. 아래는 <code>itemTooltipFormatter=""scwin.selectBoxTooltip""</code>인 경우 해당 함수를 직접 구현한 예시입니다. 사용자 지정함수는 선택 항목의 <code>label</code>과 <code>index</code>를 파라미터로 받습니다."
606,3ca9947ecf7317bb,normal,"<code>setValue() </code>함수로 설정하는 값이 선택 항목 목록에 없는 경우, <code>valueNotInList</code> 및 <code>emptyItem</code> 속성을 사용하여 해당 값을 처리하는 방법을 설정할 수 있습니다."
607,a49ded5890549edd,definition_list,"(1) <code>valueNotInList=""default"" emptyItem=""true""</code>
선택 항목 목록에 없는 값은 무시.
(2) <code>valueNotInList=""default"" emptyItem=""false""</code>
빈값을 표시.
(3) <code>valueNotInList=""keepValue""</code>
선택 항목 목록에 없는 값을 유지. 
+ <code>getValue()</code> 함수를 통해 해당 값을 확인할 수 있으며, 새로 설정된 값의 인덱스는 <strong><span class=""r_italic_span"">""-1""</span></strong>임."
608,9e6f135776b0a36e,normal,<code>onselected</code> 이벤트는 마우스 클릭 혹은 Enter 키를 통해 항목을 선택할 경우 발생합니다.
609,d4bd4a240e902aee,normal,"AutoComplete와 SelectBox는 기본적으로 동일한 기능을 제공합니다. 선택 항목을 콤보 박스에 표시하며 사용자는 한 개의 항목만 선택할 수 있습니다. 단, AutoComplete의 경우, 검색 기능을 제공합니다. 즉, 사용자가 키워드를 입력하면, 입력된 키워드를 기반으로 선택 항목을 검색하여 목록에 표시합니다."
610,f027df31ff77d51b,normal,"<code>autoFocus=""true""</code> 설정을 적용할 경우, 사용자가 날짜 입력 후 자동으로 포커스를 이동할 수 있습니다. <code>dateType=""date""</code>인 경우, <code>dateIncrementType</code> 설정에 따라 정해진 길이만큼의 날짜값이 입력되면 <code>nextTabID</code>로 지정된 컴포넌트로 포커스가 이동됩니다."
611,0164933dbff3e0c9,definition_list,"관련 속성
<code>dateType=""<span class=""r_red_highlight_span"">date</span>""</code>
+ <code>dateIncrementType</code>
+ <code>autoFocus=""<span class=""r_red_highlight_span"">true</span>""</code>
+ <code>nextTabID</code>"
612,a48a2146e08dc391,normal,"<code>dateType=""<span class=""r_blue001_span"">date</span>""</code> 혹은 <code>dateType=""<span class=""r_blue001_span"">time</span>""</code>인 경우, Spinner는 날짜 혹은 시간을 표시합니다. 이 때 <code>dateIncrementType</code> 속성 설정을 통해 Spinner 상의 날짜 혹은 시간이 증가하는 단위를 설정할 수 있습니다."
613,d653718151808e86,normal,<code>dataIncrementType</code> 속성(값 증가 단위)의 옵션 값은 아래와 같습니다.
614,03b67568b118e341,unordered_list,"* <code>dataType=""<span class=""r_blue001_span"">date</span>""</code>인 경우:
** <code>dataIncrementType=""minute"" </code>(""분"" 단위 증가)
** <code>dataIncrementType=""hour""</code><code> </code>(""시간"" 단위 증가)
** <code>dataIncrementType=""day""</code><code> </code>(""일"" 단위 증가)
** <code>dataIncrementType=""month""</code><code> </code>(""월"" 단위 증가)
** <code>dataIncrementType=""year""</code><code> </code>(""연"" 단위 증가)"
615,c7b442a53cf22f7a,unordered_list,"* <code>dataType=""<span class=""r_blue001_span"">time</span>""</code>인 경우:
** <code>dataIncrementType=""second""</code><code> </code>(""초"" 단위 증가)
** <code>dataIncrementType=""minute""</code><code> </code>(""분"" 단위 증가)
** <code>dataIncrementType=""hour""</code><code> </code>(""시간"" 단위 증가)"
616,4e65cf5c797e76a1,normal,<code>initValue</code> 속성을 사용하여 Spinner 컴포넌트의 초기값을 지정할 수 있습니다.
617,55bf3cd14820701e,normal,"<code>dataType=""date</code>""인 경우 <code>useAlert=""true""</code> 설정을 추가하면, 잘못된 날짜를 입력할 경우 경고창을 출력할 수 있습니다."
618,f34c4d9c7342a855,normal,<code>title</code> 속성을 이용하여 HTML의 <code>&lt;title&gt;</code> 태그 값을 정의할 수 있습니다.
619,7ffbbbf60ecde704,normal,"<code>showPlaceHolderOnReadOnly=""true""</code> 속성 설정을 추가하면, 읽기 전용 모드(<code>readOnly=""true""</code>) 혹은 비활성화 상태(<code>disabled=""true""</code>)에서도 <code>placerholder</code> 속성으로 지정된 텍스트를 표시할 수 있습니다."
620,85ec05137fe49f4b,normal,"TextBox 컴포넌트는 <code>tagname</code> 속성을 <code>""h1"" ""h3"" ""address"" ""code""</code> 등과 같은 HTML 태그로 지정해서 사용할 수 있습니다."
621,436ba21b5291ac75,normal,"<code>tooltipDisplay=""true""</code> 설정을 사용하여 툴팁을 표시할 수 있습니다. <code>tooltipShowAlways=""true"" </code>설정을 추가할 경우 데이터 길이에 상관 없이 (즉, 데이터가 화면에 모두 표시되는 경우에도) 항상 툴팁을 표시할 수 있습니다."
622,8da6ed4ae7ab87ac,normal,WebSquare의 서버 모듈에서 참고하는 설정(<strong><em>${WEBSQUARE_HOME}/config/websquare.xml</em></strong>)에 정의된 uploading tag를 참조하여 업로드 합니다.
623,0a593b1b9bbb9887,note,"파일 업로드 위치는 websquare.xml에 설정합니다. 
(기본값: WebSquare/upload/baseDir/@value + folderName/@value)
별도의 서브릿을 사용할 경우 <strong>action</strong> 속성에 해당 URL을 정의하십시오."
624,d99961dcab9c5c7d,normal,"Upload 컴포넌트를 통해 업로드할 수 있는 파일 크기는 <kbd>subSize</kbd>속성을 지정하여 <strong><span class=""r_italic_span"">websquare.xml</span></strong> 파일에 서버 쪽에 업로드할 용량을 제한할 수 있습니다."
625,3d48f5e9a985bdf3,normal,"최대 업로드 사이즈를 초과하여 서버 쪽에서 에러를 리턴할 경우<strong><span class=""r_italic_span"">websquare.xml</span></strong> 파일에 있는 해당 노드의 값을 반환합니다."
626,1f93d42724698fb0,normal,"Upload 컴포넌트의 화살표를 클릭하면, 파일 탐색창이 열리고 업로드할 파일을 선택할 수 있습니다."
627,eb1808ef0e48b41a,normal,"<code>clickOPenFileDialog=""true""</code> 속성 설정을 적용하면, Upload 컴포넌트의 화살표 뿐만 아니라 파일 입력 부분을 클릭해도 파일 탐색창을 표시됩니다."
628,10fdabf344976604,normal,<code>openFileDialog()</code> 함수를 이용하여 직접 파일 탐색창을 열 수도 있습니다.
629,b265dec2ca122f40,normal,아래의 주요 속성을 사용하여 GridView의 여러 가지 유용한 기능을 편리하게 사용할 수 있습니다.
630,0a791ca68404c895,normal,"GridView에 데이터를 표시하기 위해서는 DataList와의 바인딩이 필요합니다. DataList를 생성한 후, GridView와 바인딩하십시오. 좀 더 자세한 정보는 <a class=""reference text"" href=""#e8b94a03286e4f9f"">DataCollection</a>과 <a class=""reference text"" href=""#15c9ec50633b935d"">Submission</a> 부분을 참고하십시오."
631,755f6a0975ea43b0,normal,아래와 같이 GridView 최외곽을 선택하면 GridView 전체에 대한 속성을 지정할 수 있습니다.
632,e7ba89437e55a5df,normal,"<span class=""r_italic_span"">gridView.column</span>에서 지정한 다양한 <kbd>inputType</kbd>을 통해 Body를 표현할 수 있습니다."
633,9edd42b161780ef2,note,GridView의 경우 dataCollection 객체에서 <kbd>dataType</kbd> 속성을 설정할 수 있습니다.
634,6c9cbd6057e7dc79,normal,"Header 셀도 Body와 마찬가지로 <strong><kbd>inputType</kbd></strong> 지정을 통해 다양한 형식을 지정할 수 있습니다. 단, Body가 더 다양한 종류를 지원합니다."
635,84d366ce15a68a84,normal,Header 셀을 선택한 후 <code>inputType</code>을 지정하십시오. 헤더에서 사용할 수 있는 <kbd>inputType</kbd> 및 <kbd>dataType</kbd>의 종류는 다음과 같습니다. (기본 값은 <kbd>text</kbd>입니다.)
636,5514d31a7391ce98,normal,"Body 셀의 속성과 동일하나, Header 셀에 사용 가능한 속성은 제한적입니다. 아래 표를 참고하십시오."
637,db5ef4a05b038024,caution,"아래의 경우 <strong><code><kbd>sortable</kbd></code></strong> 속성과 필터링 기능을 함께 사용하지 마십시오. (단, <strong><code><kbd>multiSort()</kbd></code></strong> API와 필터링 기능은 함께 사용할 수 있습니다.)

* <kbd>inputType=""text"" dataType=""own""</kbd>
* <kbd>inputType=""select</kbd>"
638,ba074ce014df439c,normal,동일한 열의 연속된 행을 <kbd>&lt;Ctrl&gt;</kbd>을 누른 채 선택하여 병합(<kbd>rowSpan</kbd>)할 수 있습니다. 같은 행의 연속된 열도 병합(<kbd>colSpan</kbd>)할 수 있습니다.
639,f6bd4406402298b2,normal,"<strong><kbd>textAlign</kbd> </strong>속성으로 텍스트를 좌, 우, 중앙으로 정렬할 수 있습니다. 기본 값은 중앙(<strong><kbd>center</kbd></strong>)입니다."
640,412a137dc8c78b56,normal,Header 셀에 출력할 텍스트는 아래 방법으로 설정가능합니다.
